season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2022-2023,2023-04-19,Hatayspor,Besiktas,0.0,3.0,H,0,-3.0,0,28,72485,Volkan Demirel,21.0,307,Serkan Özbalta,2022-09-17,1.0,2023-04-17,2023-04-10,,Türkiye,43.0
2022-2023,2023-04-23,Hatayspor,Ankaragucu,0.0,3.0,A,1,-3.0,0,29,72485,Volkan Demirel,22.0,307,Serkan Özbalta,2022-09-17,1.0,2023-04-17,2023-04-10,,Türkiye,43.0
2022-2023,2023-04-30,Hatayspor,Buyuksehyr,0.0,3.0,H,0,-3.0,0,30,72485,Volkan Demirel,23.0,307,Serkan Özbalta,2022-09-17,1.0,2023-04-24,2023-04-17,,Türkiye,43.0
2022-2023,2023-05-07,Hatayspor,Istanbulspor,0.0,3.0,A,1,-3.0,0,31,72485,Volkan Demirel,24.0,307,Serkan Özbalta,2022-09-17,1.0,2023-05-01,2023-04-24,,Türkiye,43.0
2022-2023,2023-05-17,Hatayspor,Giresunspor,0.0,3.0,H,0,-3.0,0,32,72485,Volkan Demirel,25.0,307,Serkan Özbalta,2022-09-17,1.0,2023-05-15,2023-05-08,,Türkiye,43.0
2022-2023,2023-05-21,Hatayspor,Fenerbahce,0.0,3.0,A,1,-3.0,0,33,72485,Volkan Demirel,26.0,307,Serkan Özbalta,2022-09-17,1.0,2023-05-15,2023-05-08,,Türkiye,43.0
2022-2023,2023-05-30,Hatayspor,Umraniyespor,0.0,3.0,A,1,-3.0,0,34,72485,Volkan Demirel,27.0,307,Serkan Özbalta,2022-09-17,1.0,2023-05-29,2023-05-22,,Türkiye,43.0
2022-2023,2023-06-03,Hatayspor,Antalyaspor,0.0,3.0,H,0,-3.0,0,35,72485,Volkan Demirel,28.0,307,Serkan Özbalta,2022-09-17,1.0,2023-05-29,2023-05-22,,Türkiye,43.0
2022-2023,2023-06-07,Hatayspor,Galatasaray,0.0,3.0,A,1,-3.0,0,36,72485,Volkan Demirel,29.0,307,Serkan Özbalta,2022-09-17,1.0,2023-06-05,2023-05-29,,Türkiye,43.0
2023-2024,2023-08-12,Hatayspor,Pendikspor,5.0,1.0,A,0,4.0,3,1,72485,Volkan Demirel,-34.0,306,Volkan Demirel,2024-05-03,0.0,2023-08-07,2023-07-31,,Türkiye,43.0
2023-2024,2023-08-19,Hatayspor,Kasimpasa,0.0,0.0,D,1,0.0,1,2,72485,Volkan Demirel,-33.0,306,Volkan Demirel,2024-05-03,0.0,2023-08-14,2023-08-07,,Türkiye,43.0
2023-2024,2023-08-27,Hatayspor,Alanyaspor,0.0,0.0,D,0,0.0,1,3,72485,Volkan Demirel,-32.0,306,Volkan Demirel,2024-05-03,0.0,2023-08-21,2023-08-14,,Türkiye,43.0
2023-2024,2023-09-03,Hatayspor,Ad. Demirspor,3.0,3.0,D,1,0.0,1,4,72485,Volkan Demirel,-31.0,306,Volkan Demirel,2024-05-03,0.0,2023-08-28,2023-08-21,,Türkiye,43.0
2023-2024,2023-09-18,Hatayspor,Karagumruk,0.0,0.0,D,0,0.0,1,5,72485,Volkan Demirel,-30.0,306,Volkan Demirel,2024-05-03,0.0,2023-09-18,2023-09-11,,Türkiye,43.0
2023-2024,2023-09-25,Hatayspor,Trabzonspor,3.0,2.0,H,1,1.0,3,6,72485,Volkan Demirel,-29.0,306,Volkan Demirel,2024-05-03,0.0,2023-09-25,2023-09-18,,Türkiye,43.0
2023-2024,2023-09-30,Hatayspor,Sivasspor,0.0,0.0,D,0,0.0,1,7,72485,Volkan Demirel,-28.0,306,Volkan Demirel,2024-05-03,0.0,2023-09-25,2023-09-18,,Türkiye,43.0
2023-2024,2023-10-08,Hatayspor,Konyaspor,3.0,1.0,H,1,2.0,3,8,72485,Volkan Demirel,-27.0,306,Volkan Demirel,2024-05-03,0.0,2023-10-02,2023-09-25,,Türkiye,43.0
2023-2024,2023-10-22,Hatayspor,Fenerbahce,2.0,4.0,H,0,-2.0,0,9,72485,Volkan Demirel,-26.0,306,Volkan Demirel,2024-05-03,0.0,2023-10-16,2023-10-09,,Türkiye,43.0
2023-2024,2023-10-27,Hatayspor,Kayserispor,1.0,2.0,A,1,-1.0,0,10,72485,Volkan Demirel,-25.0,306,Volkan Demirel,2024-05-03,0.0,2023-10-23,2023-10-16,,Türkiye,43.0
2023-2024,2023-11-04,Hatayspor,Samsunspor,1.0,2.0,H,0,-1.0,0,11,72485,Volkan Demirel,-24.0,306,Volkan Demirel,2024-05-03,0.0,2023-10-30,2023-10-23,,Türkiye,43.0
2023-2024,2023-11-11,Hatayspor,Galatasaray,2.0,1.0,H,1,1.0,3,12,72485,Volkan Demirel,-23.0,306,Volkan Demirel,2024-05-03,0.0,2023-11-06,2023-10-30,,Türkiye,43.0
2023-2024,2023-11-25,Hatayspor,Istanbulspor,1.0,2.0,H,0,-1.0,0,13,72485,Volkan Demirel,-22.0,306,Volkan Demirel,2024-05-03,0.0,2023-11-20,2023-11-13,,Türkiye,43.0
2023-2024,2023-12-01,Hatayspor,Antalyaspor,3.0,3.0,D,1,0.0,1,14,72485,Volkan Demirel,-21.0,306,Volkan Demirel,2024-05-03,0.0,2023-11-27,2023-11-20,,Türkiye,43.0
2023-2024,2023-12-10,Hatayspor,Buyuksehyr,0.0,1.0,H,0,-1.0,0,15,72485,Volkan Demirel,-20.0,306,Volkan Demirel,2024-05-03,0.0,2023-12-04,2023-11-27,,Türkiye,43.0
2023-2024,2023-12-21,Hatayspor,Ankaragucu,0.0,0.0,D,0,0.0,1,16,72485,Volkan Demirel,-19.0,306,Volkan Demirel,2024-05-03,0.0,2023-12-18,2023-12-11,,Türkiye,43.0
2023-2024,2023-12-25,Hatayspor,Besiktas,1.0,2.0,A,1,-1.0,0,17,72485,Volkan Demirel,-18.0,306,Volkan Demirel,2024-05-03,0.0,2023-12-25,2023-12-18,,Türkiye,43.0
2023-2024,2024-01-06,Hatayspor,Rizespor,0.0,2.0,H,0,-2.0,0,18,72485,Volkan Demirel,-17.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-01,2023-12-25,,Türkiye,43.0
2023-2024,2024-01-10,Hatayspor,Gaziantep,0.0,0.0,D,1,0.0,1,19,72485,Volkan Demirel,-16.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-08,2024-01-01,,Türkiye,43.0
2023-2024,2024-01-13,Hatayspor,Pendikspor,1.0,1.0,D,1,0.0,1,20,72485,Volkan Demirel,-15.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-08,2024-01-01,,Türkiye,43.0
2023-2024,2024-01-20,Hatayspor,Kasimpasa,0.0,3.0,H,0,-3.0,0,21,72485,Volkan Demirel,-14.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-15,2024-01-08,,Türkiye,43.0
2023-2024,2024-01-23,Hatayspor,Alanyaspor,1.0,1.0,D,1,0.0,1,22,72485,Volkan Demirel,-13.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-22,2024-01-15,,Türkiye,43.0
2023-2024,2024-01-27,Hatayspor,Ad. Demirspor,1.0,0.0,A,0,1.0,3,23,72485,Volkan Demirel,-12.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-22,2024-01-15,,Türkiye,43.0
2023-2024,2024-02-02,Hatayspor,Karagumruk,3.0,1.0,H,1,2.0,3,24,72485,Volkan Demirel,-11.0,306,Volkan Demirel,2024-05-03,0.0,2024-01-29,2024-01-22,,Türkiye,43.0
2023-2024,2024-02-12,Hatayspor,Trabzonspor,0.0,2.0,H,0,-2.0,0,25,72485,Volkan Demirel,-10.0,306,Volkan Demirel,2024-05-03,0.0,2024-02-12,2024-02-05,,Türkiye,43.0
2023-2024,2024-02-17,Hatayspor,Sivasspor,1.0,1.0,D,1,0.0,1,26,72485,Volkan Demirel,-9.0,306,Volkan Demirel,2024-05-03,0.0,2024-02-12,2024-02-05,,Türkiye,43.0
2023-2024,2024-02-24,Hatayspor,Konyaspor,0.0,2.0,H,0,-2.0,0,27,72485,Volkan Demirel,-8.0,306,Volkan Demirel,2024-05-03,0.0,2024-02-19,2024-02-12,,Türkiye,43.0
2023-2024,2024-03-02,Hatayspor,Fenerbahce,0.0,2.0,A,1,-2.0,0,28,72485,Volkan Demirel,-7.0,306,Volkan Demirel,2024-05-03,0.0,2024-02-26,2024-02-19,,Türkiye,43.0
2023-2024,2024-03-10,Hatayspor,Kayserispor,1.0,1.0,D,0,0.0,1,29,72485,Volkan Demirel,-6.0,306,Volkan Demirel,2024-05-03,0.0,2024-03-04,2024-02-26,,Türkiye,43.0
2023-2024,2024-03-17,Hatayspor,Samsunspor,3.0,0.0,H,1,3.0,3,30,72485,Volkan Demirel,-5.0,306,Volkan Demirel,2024-05-03,0.0,2024-03-11,2024-03-04,,Türkiye,43.0
2023-2024,2024-04-02,Hatayspor,Galatasaray,0.0,1.0,H,0,-1.0,0,31,72485,Volkan Demirel,-4.0,306,Volkan Demirel,2024-05-03,0.0,2024-04-01,2024-03-25,,Türkiye,43.0
2023-2024,2024-04-14,Hatayspor,Istanbulspor,0.0,3.0,A,1,-3.0,0,32,72485,Volkan Demirel,-3.0,306,Volkan Demirel,2024-05-03,0.0,2024-04-08,2024-04-01,,Türkiye,43.0
2023-2024,2024-04-21,Hatayspor,Antalyaspor,1.0,2.0,H,0,-1.0,0,33,72485,Volkan Demirel,-2.0,306,Volkan Demirel,2024-05-03,0.0,2024-04-15,2024-04-08,,Türkiye,43.0
2023-2024,2024-04-27,Hatayspor,Buyuksehyr,1.0,2.0,A,1,-1.0,0,34,72485,Volkan Demirel,-1.0,306,Volkan Demirel,2024-05-03,0.0,2024-04-22,2024-04-15,,Türkiye,43.0
2023-2024,2024-05-05,Hatayspor,Gaziantep,1.0,1.0,D,0,0.0,1,35,71537,Özhan Pulat,0.0,306,Volkan Demirel,2024-05-03,1.0,2024-04-29,2024-04-22,,Türkiye,38.8
2023-2024,2024-05-12,Hatayspor,Ankaragucu,2.0,1.0,H,1,1.0,3,36,71537,Özhan Pulat,1.0,306,Volkan Demirel,2024-05-03,1.0,2024-05-06,2024-04-29,,Türkiye,38.8
2023-2024,2024-05-18,Hatayspor,Besiktas,2.0,2.0,D,0,0.0,1,37,71537,Özhan Pulat,2.0,306,Volkan Demirel,2024-05-03,1.0,2024-05-13,2024-05-06,,Türkiye,38.8
2023-2024,2024-05-26,Hatayspor,Rizespor,2.0,0.0,H,1,2.0,3,38,71537,Özhan Pulat,3.0,306,Volkan Demirel,2024-05-03,1.0,2024-05-20,2024-05-13,,Türkiye,38.8
2024-2025,2024-08-09,Hatayspor,Galatasaray,1.0,2.0,H,0,-1.0,0,1,71537,Özhan Pulat,-4.0,305,Özhan Pulat,2024-09-07,0.0,2024-08-05,2024-07-29,,Türkiye,38.8
2024-2025,2024-08-19,Hatayspor,Kasimpasa,1.0,1.0,D,1,0.0,1,2,71537,Özhan Pulat,-3.0,305,Özhan Pulat,2024-09-07,0.0,2024-08-19,2024-08-12,,Türkiye,38.8
2024-2025,2024-08-25,Hatayspor,Antalyaspor,2.0,3.0,H,0,-1.0,0,3,71537,Özhan Pulat,-2.0,305,Özhan Pulat,2024-09-07,0.0,2024-08-19,2024-08-12,,Türkiye,38.8
2024-2025,2024-09-01,Hatayspor,Samsunspor,0.0,3.0,A,1,-3.0,0,4,71537,Özhan Pulat,-1.0,305,Özhan Pulat,2024-09-07,0.0,2024-08-26,2024-08-19,,Türkiye,38.8
2024-2025,2024-09-15,Hatayspor,Alanyaspor,0.0,0.0,D,0,0.0,1,5,789,Rıza Çalımbay,0.0,305,Özhan Pulat,2024-09-07,1.0,2024-09-09,2024-09-02,,Türkiye,40.8
2024-2025,2024-09-20,Hatayspor,Bodrumspor,0.0,1.0,A,1,-1.0,0,6,789,Rıza Çalımbay,1.0,305,Özhan Pulat,2024-09-07,1.0,2024-09-16,2024-09-09,,Türkiye,40.8
2024-2025,2024-10-05,Hatayspor,Trabzonspor,1.0,1.0,D,1,0.0,1,7,789,Rıza Çalımbay,2.0,305,Özhan Pulat,2024-09-07,1.0,2024-09-30,2024-09-23,,Türkiye,40.8
2024-2025,2024-10-20,Hatayspor,Sivasspor,2.0,3.0,H,0,-1.0,0,8,789,Rıza Çalımbay,3.0,305,Özhan Pulat,2024-09-07,1.0,2024-10-14,2024-10-07,,Türkiye,40.8
2024-2025,2024-10-26,Hatayspor,Kayserispor,0.0,1.0,A,1,-1.0,0,9,789,Rıza Çalımbay,4.0,305,Özhan Pulat,2024-09-07,1.0,2024-10-21,2024-10-14,,Türkiye,40.8
2024-2025,2024-11-03,Hatayspor,Eyupspor,0.0,2.0,H,0,-2.0,0,10,789,Rıza Çalımbay,5.0,305,Özhan Pulat,2024-09-07,1.0,2024-10-28,2024-10-21,,Türkiye,40.8
2024-2025,2024-11-09,Hatayspor,Gaziantep,3.0,1.0,H,1,2.0,3,11,789,Rıza Çalımbay,6.0,305,Özhan Pulat,2024-09-07,1.0,2024-11-04,2024-10-28,,Türkiye,40.8
2024-2025,2024-11-24,Hatayspor,Konyaspor,1.0,1.0,D,0,0.0,1,12,789,Rıza Çalımbay,7.0,305,Özhan Pulat,2024-09-07,1.0,2024-11-18,2024-11-11,,Türkiye,40.8
2024-2025,2024-12-02,Hatayspor,Besiktas,1.0,1.0,D,1,0.0,1,13,789,Rıza Çalımbay,8.0,305,Özhan Pulat,2024-09-07,1.0,2024-12-02,2024-11-25,,Türkiye,40.8
2024-2025,2024-12-08,Hatayspor,Buyuksehyr,0.0,3.0,H,0,-3.0,0,14,789,Rıza Çalımbay,9.0,305,Özhan Pulat,2024-09-07,1.0,2024-12-02,2024-11-25,,Türkiye,40.8
2024-2025,2024-12-15,Hatayspor,Goztep,1.0,1.0,D,1,0.0,1,15,789,Rıza Çalımbay,10.0,305,Özhan Pulat,2024-09-07,1.0,2024-12-09,2024-12-02,,Türkiye,40.8
2024-2025,2024-12-23,Hatayspor,Ad. Demirspor,1.0,3.0,A,1,-2.0,0,16,789,Rıza Çalımbay,11.0,305,Özhan Pulat,2024-09-07,1.0,2024-12-23,2024-12-16,,Türkiye,40.8
2024-2025,2025-01-05,Hatayspor,Fenerbahce,1.0,2.0,H,0,-1.0,0,17,36975,Yılmaz Bal,12.0,305,Özhan Pulat,2024-09-07,1.0,2024-12-30,2024-12-23,,Türkiye,53.0
2024-2025,2025-01-11,Hatayspor,Rizespor,1.0,2.0,A,1,-1.0,0,18,36975,Yılmaz Bal,13.0,305,Özhan Pulat,2024-09-07,1.0,2025-01-06,2024-12-30,,Türkiye,53.0
2024-2025,2025-01-17,Hatayspor,Galatasaray,1.0,1.0,D,1,0.0,1,19,24793,Murat Şahin,14.0,305,Özhan Pulat,2024-09-07,1.0,2025-01-13,2025-01-06,,Türkiye,36.6
2024-2025,2025-01-27,Hatayspor,Kasimpasa,4.0,5.0,H,0,-1.0,0,20,24793,Murat Şahin,15.0,305,Özhan Pulat,2024-09-07,1.0,2025-01-27,2025-01-20,,Türkiye,36.6
2024-2025,2025-02-01,Hatayspor,Antalyaspor,2.0,3.0,A,1,-1.0,0,21,24793,Murat Şahin,16.0,305,Özhan Pulat,2024-09-07,1.0,2025-01-27,2025-01-20,,Türkiye,36.6
2024-2025,2025-02-07,Hatayspor,Samsunspor,0.0,2.0,H,0,-2.0,0,22,24793,Murat Şahin,17.0,305,Özhan Pulat,2024-09-07,1.0,2025-02-03,2025-01-27,,Türkiye,36.6
2024-2025,2025-02-16,Hatayspor,Alanyaspor,1.0,0.0,H,1,1.0,3,23,24793,Murat Şahin,18.0,305,Özhan Pulat,2024-09-07,1.0,2025-02-10,2025-02-03,,Türkiye,36.6
2024-2025,2025-02-21,Hatayspor,Bodrumspor,0.0,1.0,H,0,-1.0,0,24,24793,Murat Şahin,19.0,305,Özhan Pulat,2024-09-07,1.0,2025-02-17,2025-02-10,,Türkiye,36.6
2024-2025,2025-03-08,Hatayspor,Trabzonspor,2.0,1.0,A,0,1.0,3,25,24793,Murat Şahin,20.0,305,Özhan Pulat,2024-09-07,1.0,2025-03-03,2025-02-24,,Türkiye,36.6
2024-2025,2025-03-16,Hatayspor,Sivasspor,3.0,2.0,H,1,1.0,3,26,24793,Murat Şahin,21.0,305,Özhan Pulat,2024-09-07,1.0,2025-03-10,2025-03-03,,Türkiye,36.6
2024-2025,2025-03-28,Hatayspor,Kayserispor,0.0,5.0,H,0,-5.0,0,27,24793,Murat Şahin,22.0,305,Özhan Pulat,2024-09-07,1.0,2025-03-24,2025-03-17,,Türkiye,36.6
2024-2025,2025-04-06,Hatayspor,Eyupspor,0.0,1.0,A,1,-1.0,0,28,24793,Murat Şahin,23.0,305,Özhan Pulat,2024-09-07,1.0,2025-03-31,2025-03-24,,Türkiye,36.6
2024-2025,2025-04-13,Hatayspor,Gaziantep,1.0,2.0,H,0,-1.0,0,29,24793,Murat Şahin,24.0,305,Özhan Pulat,2024-09-07,1.0,2025-04-07,2025-03-31,,Türkiye,36.6
2024-2025,2025-04-18,Hatayspor,Konyaspor,2.0,3.0,A,1,-1.0,0,30,24793,Murat Şahin,25.0,305,Özhan Pulat,2024-09-07,1.0,2025-04-14,2025-04-07,,Türkiye,36.6
2024-2025,2025-04-25,Hatayspor,Besiktas,1.0,5.0,H,0,-4.0,0,31,24793,Murat Şahin,26.0,305,Özhan Pulat,2024-09-07,1.0,2025-04-21,2025-04-14,,Türkiye,36.6
2024-2025,2025-05-03,Hatayspor,Buyuksehyr,2.0,4.0,A,1,-2.0,0,32,24793,Murat Şahin,27.0,305,Özhan Pulat,2024-09-07,1.0,2025-04-28,2025-04-21,,Türkiye,36.6
2024-2025,2025-05-11,Hatayspor,Goztep,1.0,1.0,D,0,0.0,1,33,24793,Murat Şahin,28.0,305,Özhan Pulat,2024-09-07,1.0,2025-05-05,2025-04-28,,Türkiye,36.6
2024-2025,2025-05-17,Hatayspor,Ad. Demirspor,5.0,0.0,A,0,5.0,3,34,24793,Murat Şahin,29.0,305,Özhan Pulat,2024-09-07,1.0,2025-05-12,2025-05-05,,Türkiye,36.6
2024-2025,2025-05-26,Hatayspor,Fenerbahce,4.0,2.0,H,1,2.0,3,35,24793,Murat Şahin,30.0,305,Özhan Pulat,2024-09-07,1.0,2025-05-26,2025-05-19,,Türkiye,36.6
2024-2025,2025-05-31,Hatayspor,Rizespor,2.0,5.0,H,0,-3.0,0,36,24793,Murat Şahin,31.0,305,Özhan Pulat,2024-09-07,1.0,2025-05-26,2025-05-19,,Türkiye,36.6
1995-1996,1995-08-11,Istanbulspor,Eskisehirspor,1.0,3.0,A,1,-2.0,0,1,2120,Leo Beenhakker,-8.0,315,Leo Beenhakker,1995-10-18,0.0,1995-08-07,1995-07-31,,Netherlands,52.9
1995-1996,1995-08-18,Istanbulspor,Ankaragucu,1.0,3.0,H,0,-2.0,0,2,2120,Leo Beenhakker,-7.0,315,Leo Beenhakker,1995-10-18,0.0,1995-08-14,1995-08-07,,Netherlands,52.9
1995-1996,1995-08-26,Istanbulspor,Gaziantepspor,2.0,0.0,H,1,2.0,3,3,2120,Leo Beenhakker,-6.0,315,Leo Beenhakker,1995-10-18,0.0,1995-08-21,1995-08-14,,Netherlands,52.9
1995-1996,1995-09-09,Istanbulspor,Bursaspor,1.0,2.0,H,0,-1.0,0,4,2120,Leo Beenhakker,-5.0,315,Leo Beenhakker,1995-10-18,0.0,1995-09-04,1995-08-28,,Netherlands,52.9
1995-1996,1995-09-15,Istanbulspor,Kocaelispor,1.0,2.0,A,1,-1.0,0,5,2120,Leo Beenhakker,-4.0,315,Leo Beenhakker,1995-10-18,0.0,1995-09-11,1995-09-04,,Netherlands,52.9
1995-1996,1995-09-24,Istanbulspor,Besiktas,2.0,5.0,H,0,-3.0,0,6,2120,Leo Beenhakker,-3.0,315,Leo Beenhakker,1995-10-18,0.0,1995-09-18,1995-09-11,,Netherlands,52.9
1995-1996,1995-10-01,Istanbulspor,Denizlispor,2.0,3.0,A,1,-1.0,0,7,2120,Leo Beenhakker,-2.0,315,Leo Beenhakker,1995-10-18,0.0,1995-09-25,1995-09-18,,Netherlands,52.9
1995-1996,1995-10-14,Istanbulspor,Galatasaray,2.0,4.0,H,0,-2.0,0,8,2120,Leo Beenhakker,-1.0,315,Leo Beenhakker,1995-10-18,0.0,1995-10-09,1995-10-02,,Netherlands,52.9
1995-1996,1995-10-21,Istanbulspor,Altay,1.0,1.0,D,1,0.0,1,9,,,0.0,315,Leo Beenhakker,1995-10-18,1.0,1995-10-16,1995-10-09,,,
1995-1996,1995-10-29,Istanbulspor,Kayseri,1.0,0.0,A,0,1.0,3,10,,,1.0,315,Leo Beenhakker,1995-10-18,1.0,1995-10-23,1995-10-16,,,
1995-1996,1995-11-03,Istanbulspor,Genclerbirligi,1.0,1.0,D,1,0.0,1,11,2324,Herbert Neumann,2.0,315,Leo Beenhakker,1995-10-18,1.0,1995-10-30,1995-10-23,,Germany,42.0
1995-1996,1995-11-19,Istanbulspor,Antalyaspor,0.0,0.0,D,0,0.0,1,12,2324,Herbert Neumann,3.0,315,Leo Beenhakker,1995-10-18,1.0,1995-11-13,1995-11-06,,Germany,42.0
1995-1996,1995-11-26,Istanbulspor,Samsunspor,0.0,2.0,A,1,-2.0,0,13,2324,Herbert Neumann,4.0,315,Leo Beenhakker,1995-10-18,1.0,1995-11-20,1995-11-13,,Germany,42.0
1995-1996,1995-12-01,Istanbulspor,Trabzonspor,1.0,2.0,H,0,-1.0,0,14,2324,Herbert Neumann,5.0,315,Leo Beenhakker,1995-10-18,1.0,1995-11-27,1995-11-20,,Germany,42.0
1995-1996,1995-12-10,Istanbulspor,Vanspor,1.0,1.0,D,1,0.0,1,15,2324,Herbert Neumann,6.0,315,Leo Beenhakker,1995-10-18,1.0,1995-12-04,1995-11-27,,Germany,42.0
1995-1996,1995-12-16,Istanbulspor,Fenerbahce,1.0,2.0,A,1,-1.0,0,16,2324,Herbert Neumann,7.0,315,Leo Beenhakker,1995-10-18,1.0,1995-12-11,1995-12-04,,Germany,42.0
1995-1996,1995-12-23,Istanbulspor,Karsiyaka,3.0,0.0,A,0,3.0,3,17,2324,Herbert Neumann,8.0,315,Leo Beenhakker,1995-10-18,1.0,1995-12-18,1995-12-11,,Germany,42.0
1995-1996,1996-01-28,Istanbulspor,Eskisehirspor,2.0,1.0,A,0,1.0,3,18,2324,Herbert Neumann,9.0,315,Leo Beenhakker,1995-10-18,1.0,1996-01-22,1996-01-15,,Germany,42.0
1995-1996,1996-02-04,Istanbulspor,Ankaragucu,0.0,0.0,D,1,0.0,1,19,2324,Herbert Neumann,10.0,315,Leo Beenhakker,1995-10-18,1.0,1996-01-29,1996-01-22,,Germany,42.0
1995-1996,1996-02-11,Istanbulspor,Gaziantepspor,6.0,1.0,A,0,5.0,3,20,2324,Herbert Neumann,11.0,315,Leo Beenhakker,1995-10-18,1.0,1996-02-05,1996-01-29,,Germany,42.0
1995-1996,1996-02-16,Istanbulspor,Bursaspor,1.0,1.0,D,1,0.0,1,21,2324,Herbert Neumann,12.0,315,Leo Beenhakker,1995-10-18,1.0,1996-02-12,1996-02-05,,Germany,42.0
1995-1996,1996-02-25,Istanbulspor,Kocaelispor,0.0,0.0,D,0,0.0,1,22,2324,Herbert Neumann,13.0,315,Leo Beenhakker,1995-10-18,1.0,1996-02-19,1996-02-12,,Germany,42.0
1995-1996,1996-03-02,Istanbulspor,Besiktas,2.0,3.0,A,1,-1.0,0,23,2324,Herbert Neumann,14.0,315,Leo Beenhakker,1995-10-18,1.0,1996-02-26,1996-02-19,,Germany,42.0
1995-1996,1996-03-10,Istanbulspor,Denizlispor,2.0,1.0,A,0,1.0,3,24,2324,Herbert Neumann,15.0,315,Leo Beenhakker,1995-10-18,1.0,1996-03-04,1996-02-26,,Germany,42.0
1995-1996,1996-03-16,Istanbulspor,Galatasaray,1.0,1.0,D,1,0.0,1,25,2324,Herbert Neumann,16.0,315,Leo Beenhakker,1995-10-18,1.0,1996-03-11,1996-03-04,,Germany,42.0
1995-1996,1996-03-24,Istanbulspor,Altay,0.0,0.0,D,0,0.0,1,26,2324,Herbert Neumann,17.0,315,Leo Beenhakker,1995-10-18,1.0,1996-03-18,1996-03-11,,Germany,42.0
1995-1996,1996-03-29,Istanbulspor,Kayseri,5.0,2.0,H,1,3.0,3,27,2324,Herbert Neumann,18.0,315,Leo Beenhakker,1995-10-18,1.0,1996-03-25,1996-03-18,,Germany,42.0
1995-1996,1996-04-07,Istanbulspor,Genclerbirligi,0.0,2.0,H,0,-2.0,0,28,2324,Herbert Neumann,19.0,315,Leo Beenhakker,1995-10-18,1.0,1996-04-01,1996-03-25,,Germany,42.0
1995-1996,1996-04-12,Istanbulspor,Antalyaspor,1.0,0.0,H,1,1.0,3,29,2324,Herbert Neumann,20.0,315,Leo Beenhakker,1995-10-18,1.0,1996-04-08,1996-04-01,,Germany,42.0
1995-1996,1996-04-21,Istanbulspor,Samsunspor,4.0,4.0,D,0,0.0,1,30,2324,Herbert Neumann,21.0,315,Leo Beenhakker,1995-10-18,1.0,1996-04-15,1996-04-08,,Germany,42.0
1995-1996,1996-04-27,Istanbulspor,Trabzonspor,1.0,4.0,A,1,-3.0,0,31,2324,Herbert Neumann,22.0,315,Leo Beenhakker,1995-10-18,1.0,1996-04-22,1996-04-15,,Germany,42.0
1995-1996,1996-05-05,Istanbulspor,Vanspor,0.0,0.0,D,0,0.0,1,32,2324,Herbert Neumann,23.0,315,Leo Beenhakker,1995-10-18,1.0,1996-04-29,1996-04-22,,Germany,42.0
1995-1996,1996-05-12,Istanbulspor,Fenerbahce,0.0,2.0,H,0,-2.0,0,33,2324,Herbert Neumann,24.0,315,Leo Beenhakker,1995-10-18,1.0,1996-05-06,1996-04-29,,Germany,42.0
1995-1996,1996-05-19,Istanbulspor,Karsiyaka,0.0,4.0,A,1,-4.0,0,34,2324,Herbert Neumann,25.0,315,Leo Beenhakker,1995-10-18,1.0,1996-05-13,1996-05-06,,Germany,42.0
1996-1997,1996-08-11,Istanbulspor,Antalyaspor,1.0,0.0,H,1,1.0,3,1,2324,Herbert Neumann,-3.0,314,Herbert Neumann,1996-08-31,0.0,1996-08-05,1996-07-29,,Germany,42.0
1996-1997,1996-08-18,Istanbulspor,Genclerbirligi,0.0,1.0,H,0,-1.0,0,2,2324,Herbert Neumann,-2.0,314,Herbert Neumann,1996-08-31,0.0,1996-08-12,1996-08-05,,Germany,42.0
1996-1997,1996-08-25,Istanbulspor,Ankaragucu,1.0,2.0,A,1,-1.0,0,3,2324,Herbert Neumann,-1.0,314,Herbert Neumann,1996-08-31,0.0,1996-08-19,1996-08-12,,Germany,42.0
1996-1997,1996-09-08,Istanbulspor,Denizlispor,1.0,1.0,D,0,0.0,1,4,,,0.0,314,Herbert Neumann,1996-08-31,1.0,1996-09-02,1996-08-26,,,
1996-1997,1996-09-15,Istanbulspor,Bursaspor,1.0,1.0,D,1,0.0,1,5,,,1.0,314,Herbert Neumann,1996-08-31,1.0,1996-09-09,1996-09-02,,,
1996-1997,1996-09-22,Istanbulspor,Samsunspor,0.0,1.0,H,0,-1.0,0,6,,,2.0,314,Herbert Neumann,1996-08-31,1.0,1996-09-16,1996-09-09,,,
1996-1997,1996-09-29,Istanbulspor,Vanspor,2.0,1.0,H,1,1.0,3,7,2026,Safet Susic,3.0,314,Herbert Neumann,1996-08-31,1.0,1996-09-23,1996-09-16,,Bosnia-Herzegovina,63.2
1996-1997,1996-10-06,Istanbulspor,Gaziantepspor,0.0,1.0,H,0,-1.0,0,8,2026,Safet Susic,4.0,314,Herbert Neumann,1996-08-31,1.0,1996-09-30,1996-09-23,,Bosnia-Herzegovina,63.2
