trainer_id,trainer_slug,manager,nationality,date_of_birth,place_of_birth,citizenship
98146,selahattin-ceylan,Selahattin Ceylan,Türkiye,1964-02-13,Giresun,Türkiye
137000,adil-tozlu,Adil Tozlu,Türkiye,1964-03-16,Giresun,Türkiye
127812,metin-aydin,Metin Aydın,Türkiye,1958-04-01,Istanbul,Türkiye
786,mehmet-birinci,Mehmet Birinci,Türkiye,1957-01-01,Trabzon,Türkiye
58993,hakan-kurt,Hakan Kurt,Türkiye,1970-07-17,Giresun,Türkiye
8011,cengiz-demir,Cengiz Demir,Türkiye,1959-07-07,Malatya,Türkiye
125914,sadullah-zehir,Sadullah Zehir,Türkiye,1955-08-07,Giresun,Türkiye
19142,sinan-bayraktar,Sinan Bayraktar,Türkiye,1965-01-10,Ordu,Türkiye
55900,husnu-kacmaz,Hüsnü Kaçmaz,Türkiye,1965-03-13,Ankara,Türkiye
99813,ali-kemal-ozcan,Ali Kemal Özcan,Türkiye,1945-01-03,Trabzon,Türkiye
43356,davut-sahin,Davut Şahin,Türkiye,1949-02-12,Trabzon,Türkiye
125265,aydin-gules,Aydın Güleş,Türkiye,1944-03-01,Trabzon,Türkiye
60107,tezcan-uzcan,Tezcan Uzcan,Türkiye,1946-01-09,Nigde,Türkiye
2934,stanimir-stoilov,Stanimir Stoilov,Bulgaria,1967-02-13,Haskovo,Bulgaria
46000,radomir-kokovic,Radomir Kokovic,Serbia,1984-01-06,Kraljevo,Serbia
74727,ekrem-dag,Ekrem Dag,Austria,1980-12-05,Mardin,Austria Türkiye
108512,ahmet-balci,Ahmet Balcı,Türkiye,1993-02-15,Edirne,Türkiye
97256,turgay-altay,Turgay Altay,Türkiye,1980-02-16,Istanbul,Türkiye
3415,nestor-el-maestro,Nestor El Maestro,Serbia,1983-03-25,Belgrad,Serbia England
41916,ilhan-palut,İlhan Palut,Türkiye,1976-11-12,Hatay,Türkiye
39871,mehmet-aurelio,Mehmet Aurélio,Türkiye,1977-12-15,Rio de Janeiro,Türkiye Brazil
7255,onder-ozen,Önder Özen,Türkiye,1969-10-17,Eskisehir,Türkiye
34309,tacettin-bakacak,Tacettin Bakacak,Türkiye,1969-11-01,Sivas,Türkiye
31114,ozgur-zengin,Özgür Zengin,Türkiye,1974-05-08,Bingöl,Türkiye
36631,mustafa-fedai,Mustafa Fedai,Türkiye,1968-05-03,Izmir,Türkiye
61316,muharrem-dirik,Muharrem Dirik,Türkiye,1961-04-23,Isparta,Türkiye
61321,ali-yuksel-can,Ali Yüksel Can,Türkiye,1961-06-26,Izmir,Türkiye
81449,ali-caglar,Ali Çağlar,Türkiye,1951-01-01,Izmir,Türkiye
82898,halil-kiraz,Halil Kiraz,Türkiye,1943-10-15,Izmir,Türkiye
124946,zoran-ristic,Zoran Ristic,Serbia,1936-06-26,Đurđevo,Serbia
32697,adnan-suvari,Adnan Süvari,Türkiye,1926-12-17,Aydin,Türkiye
140325,gursel-aksel,Gürsel Aksel,Türkiye,1937-05-10,Edirne,Türkiye
108963,ruhi-karaduman,Ruhi Karaduman,Türkiye,1925-05-05,Bursa,Türkiye
13278,avni-okumus,Avni Okumuş,Türkiye,1960-01-26,Trabzon,Türkiye
17963,murat-bolukbasi,Murat Bölükbaşı,Türkiye,1969-07-07,Sakarya,Türkiye
26639,taner-ocal,Taner Öcal,Türkiye,1962-03-26,Mardin,Türkiye
72443,gokhan-gedikali,Gökhan Gedikali,Türkiye,1966-01-08,Ankara,Türkiye
5624,osman-nuri-isilar,Osman Nuri Işılar,Türkiye,1953-10-17,Konya,Türkiye
33859,mehmet-ali-karaca,Mehmet Ali Karaca,Türkiye,1962-04-14,Rize,Türkiye
12048,hasan-erkin-simsir,Hasan Erkin Şimşir,Türkiye,1963-11-23,Ordu,Türkiye
17970,mehmet-tayfun-turkmen,Mehmet Tayfun Türkmen,Türkiye,1962-04-23,Konya,Türkiye
19140,tanser-aydin,Tanser Aydın,Türkiye,1970-05-20,Ankara,Türkiye
134226,selahattin-diyadin,Selahattin Diyadin,Türkiye,1950-03-10,Trabzon,Türkiye
41898,ozgun-kaya,Özgün Kaya,Türkiye,1959-04-01,Erzurum,Türkiye
17971,sezai-yildirim,Sezai Yıldırım,Türkiye,1960-12-07,Ankara,Türkiye
16983,murat-ozgen,Murat Özgen,Türkiye,1952-08-10,Ankara,Türkiye
34347,semih-tokatli,Semih Tokatlı,Türkiye,1959-06-27,Eskisehir,Türkiye
113231,galip-degerli,Galip Değerli,Türkiye,1957-11-18,Trabzon,Türkiye
31506,naci-yilmaz,Naci Yilmaz,Türkiye,1948-06-27,Ankara,Türkiye
119393,bekir-irtegun,Bekir İrtegün,Türkiye,1984-04-20,Elazig,Türkiye
119170,gokhan-alas,Gökhan Alaş,Türkiye,1986-10-04,Hatay,Türkiye
103991,hugo-almeida,Hugo Almeida,Portugal,1984-05-23,Figueira da Foz,Portugal
36975,yilmaz-bal,Yılmaz Bal,Türkiye,1972-01-01,Hatay,Türkiye
5080,fatih-kavlak,Fatih Kavlak,Türkiye,1974-06-13,Sivas,Türkiye
13283,gurses-kilic,Gürses Kılıç,Türkiye,1967-03-25,Konya,Türkiye
28463,ahmet-tasyurek,Ahmet Taşyürek,Türkiye,1972-07-06,Hatay,Türkiye
24517,ismail-batur,İsmail Batur,Türkiye,1956-10-03,Trabzon,Türkiye
102526,mehmet-kakil,Mehmet Kakil,Türkiye,1967-01-01,Hatay,Türkiye
13279,hakan-erhalac,Hakan Erhalaç,Türkiye,1962-03-12,Ankara,Türkiye
123912,ayhan-kaya,Ayhan Kaya,Türkiye,1966-02-01,Hatay,Türkiye
25912,erdal-alpaslan,Erdal Alpaslan,Türkiye,1966-04-19,Tokat,Türkiye
123909,hasan-kucukogretmen,Hasan Küçüköğretmen,Türkiye,1948-04-01,Erzurum,Türkiye
36515,mehmet-hunkaroglu,Mehmet Hünkaroğlu,Türkiye,1955-03-15,Hatay,Türkiye
33631,fahri-bayraktar,Fahri Bayraktar,Türkiye,1961-11-01,Ankara,Türkiye
74553,ali-gultiken,Ali Gültiken,Türkiye,1965-08-27,Istanbul,Türkiye
16911,vehbi-haluk-bulgurlu,Vehbi Haluk Bulgurlu,Türkiye,1953-07-11,Ankara,Türkiye
91281,cuneyt-memisoglu,Cüneyt Memişoğlu,Türkiye,1952-06-16,Giresun,Türkiye
31458,levent-arikdogan,Levent Arıkdoğan,Türkiye,1953-08-23,Mersin,Türkiye
90167,baris-kanbak,Barış Kanbak,Türkiye,1992-09-29,Istanbul,Türkiye
71084,osman-zeki-korkmaz,Osman Zeki Korkmaz,Türkiye,1982-05-02,Trabzon,Türkiye
43774,hakan-yakin,Hakan Yakin,Switzerland,1977-02-22,Basel,Switzerland Türkiye
100212,olcay-demir,Olcay Demir,Türkiye,1985-03-09,Istanbul,Türkiye
581,cem-bagci,Cem Bagci,Türkiye,1975-02-20,Istanbul,Türkiye Germany
25834,bulent-demirkanli,Bülent Demirkanlı,Türkiye,1958-01-19,Trabzon,Türkiye
22840,tunahan-akdogan,Tunahan Akdoğan,Türkiye,1967-10-19,Rize,Türkiye
26663,fahrettin-sayhan,Fahrettin Sayhan,Türkiye,1969-08-01,Kars,Türkiye
16909,hasan-saka,Hasan Saka,Türkiye,1964-12-17,Istanbul,Türkiye
111993,mehmet-hasan-al,Mehmet Hasan Al,Türkiye,1964-10-05,Trabzon,Türkiye
1062,fahrudin-omerovic,Fahrudin Omerovic,Bosnia-Herzegovina,1961-08-26,Doboj,Bosnia-Herzegovina Türkiye
21194,naci-sensoy,Naci Sensoy,Kosovo,1958-07-01,Prizren,Kosovo Türkiye
37280,engin-calisir,Engin Çalışır,Türkiye,1972-10-30,Istanbul,Türkiye
18919,tolgay-kerimoglu,Tolgay Kerimoğlu,Türkiye,1963-01-13,Trabzon,Türkiye
21916,omer-can-goksu,Ömer Can Göksu,Türkiye,1968-10-21,Istanbul,Türkiye
2324,herbert-neumann,Herbert Neumann,Germany,1953-11-14,Köln,Germany
2120,leo-beenhakker,Leo Beenhakker,Netherlands,1942-08-02,Rotterdam,Netherlands
85257,mustafa-yurur,Mustafa Yürür,Türkiye,1938-06-20,Erzincan,Türkiye
85290,cetin-noyan,Çetin Noyan,Türkiye,1940-08-13,Istanbul,Türkiye
141970,sabahattin-kuruoglu,Sabahattin Kuruoğlu,Türkiye,1937-07-01,Kirklareli,Türkiye
137767,aydemir-nemli,Aydemir Nemli,Türkiye,1929-08-04,Istanbul,Türkiye
112580,ali-mortas,Ali Mortaş,Türkiye,,Trabzon,Türkiye
25513,james-mccrae,James McCrae,Scotland,1894-09-02,Bridge of Weir,Scotland
101587,nizamettin-set,Nizamettin Set,Türkiye,1966-01-19,Karabük,Türkiye
99371,kerim-tasci,Kerim Tasçı,Türkiye,1971-02-07,Karabük,Türkiye
96513,erol-kaplan,Erol Kaplan,Türkiye,1974-04-22,Giresun,Türkiye
88920,ersin-buyuktepe,Ersin Büyüktepe,Türkiye,1985-02-15,Karabük,Türkiye
18120,metin-karagulle,Metin Karagülle,Türkiye,1971-04-15,Kastamonu,Türkiye
74367,mete-kahraman,Mete Kahraman,Türkiye,1967-11-22,Osmaniye,Türkiye
31310,ali-kemal-yilmaz,Ali Kemal Yılmaz,Türkiye,1977-07-03,Trabzon,Türkiye
73980,ali-sunar,Ali Sunar,Türkiye,1953-01-01,Rize,Türkiye
54777,ismail-demirci,İsmail Demirci,Türkiye,1968-11-27,Rize,Türkiye
36771,ilhan-ozer,İlhan Özer,Türkiye,1966-11-25,Karabük,Türkiye
30941,levent-acikgoz,Levent Açıkgöz,Türkiye,1971-01-04,Karabük,Türkiye
20038,tony-popovic,Tony Popovic,Australia,1973-07-04,Sydney,Australia Croatia
3773,zoran-barisic,Zoran Barisic,Austria,1970-05-22,Wien,Austria Croatia
12928,elvir-baljic,Elvir Baljic,Bosnia-Herzegovina,1974-07-08,Sarajevo,Bosnia-Herzegovina Türkiye
19289,hasan-vezir,Hasan Vezir,Türkiye,1962-09-07,Rize,Türkiye
74259,neshet-zhaveli,Neshet Zhaveli,Kosovo,1955-04-20,Đakovica,Kosovo Türkiye
63640,yuksel-askun,Yüksel Aşkun,Türkiye,1941-03-12,Eskisehir,Türkiye
87434,ozhan-maraton,Özhan Maraton,Türkiye,1942-01-10,Ankara,Türkiye
60781,mehmet-basaygun,Mehmet Başaygün,Türkiye,1940-07-05,Bolu,Türkiye
60122,mehmet-babalik,Mehmet Babalık,Türkiye,1934-01-01,Rize,Türkiye
4183,aleksandar-stanojevic,Aleksandar Stanojevic,Serbia,1973-10-28,Belgrade,Serbia
138254,onur-can-korkmaz,Onur Can Korkmaz,Türkiye,1991-07-17,Trabzon,Türkiye
46373,marcel-licka,Marcel Lička,Czech Republic,1977-07-17,Ostrava,Czech Republic
41611,david-sassarini,David Sassarini,Italy,1972-07-19,La Spezia,Italy
73765,senol-can,Şenol Can,Türkiye,1983-04-03,Kardzhali,Türkiye Bulgaria
7849,shota-arveladze,Shota Arveladze,Georgia,1973-02-22,Tiflis,Georgia
105285,alparslan-erdem,Alparslan Erdem,Türkiye,1988-12-11,Vechta,Türkiye Germany
62049,andrea-pirlo,Andrea Pirlo,Italy,1979-05-19,Flero,Italy
73764,erkan-zengin,Erkan Zengin,Sweden,1985-08-05,Konya,Sweden Türkiye
8269,ercumend-coskundere,Ercümend Coşkundere,Türkiye,1963-09-10,Samsun,Türkiye
17964,nihat-balan,Nihat Balan,Türkiye,1966-01-30,Malatya,Türkiye
31714,tamer-avci,Tamer Avcı,Türkiye,1963-08-07,Izmir,Türkiye
114447,sirin-berber,Şirin Berber,Türkiye,1960-03-02,Trabzon,Türkiye
103124,gokhan-baladin,Gökhan Baladin,Türkiye,1966-06-22,Zonguldak,Türkiye
118673,eser-pullu,Eser Pullu,Türkiye,1963-07-26,Bursa,Türkiye
20902,sedat-ozbag,Sedat Özbağ,Türkiye,1954-02-16,Bursa,Türkiye
9589,hayati-palanci,Hayati Palancı,Türkiye,1967-10-27,Malatya,Türkiye
8013,osman-gokhan,Osman Gökhan,Türkiye,1963-10-07,Malatya,Türkiye
42661,goksel-ozdemir,Göksel Özdemir,Türkiye,1963-01-03,Balikesir,Türkiye
148582,alp-pehlivan,Alp Pehlivan,Türkiye,1966-06-07,Istanbul,Türkiye
31250,kenan-gonen,Kenan Gönen,Türkiye,1959-09-24,Karabük,Türkiye
136143,fatih-uraz,Fatih Uraz,Türkiye,1960-12-30,Adana,Türkiye
124343,fikri-besiroglu,Fikri Beşiroğlu,Türkiye,1943-12-20,Rize,Türkiye
154441,ercument-dincmen,Ercüment Dinçmen,Türkiye,1954-03-15,Istanbul,Türkiye
136972,bulent-giz,Bülent Giz,Türkiye,,Istanbul,Türkiye
117114,salim-cavunt,Salim Çavunt,Türkiye,1926-12-05,Istanbul,Türkiye
137267,cahit-candan,Cahit Candan,Türkiye,,Istanbul,Türkiye
137268,niyazi-civelek,Niyazi Civelek,Türkiye,,,Türkiye
69805,ilyas-ozturk,İlyas Öztürk,Türkiye,1969-01-20,Prijepolje,Türkiye
7900,fuat-kilic,Fuat Kilic,Germany,1973-05-09,Gümüşhane,Germany
61330,ismail-demiriz,İsmail Demiriz,Türkiye,1962-04-01,Manisa,Türkiye
134166,necdet-erdir,Necdet Erdir,Türkiye,,,Türkiye Germany
99148,omer-gulen,Ömer Gülen,Türkiye,1954-04-02,Istanbul,Türkiye
136611,renato-vignolini,Renato Vignolini,Italy,1906-12-03,Pistoia,Italy
135799,burhan-sumersan,Burhan Sümersan,Türkiye,1917-07-10,Istanbul,Türkiye
37345,rebii-erkal,Rebii Erkal,Türkiye,1911-02-10,Istanbul,Türkiye
139369,mehmet-resat-nayir,Mehmet Reşat Nayır,Türkiye,1911-07-13,Skopje,Türkiye North Macedonia
41529,erling-moe,Erling Moe,Norway,1970-07-22,Molde,Norway
92322,muhammed-turkmen,Muhammed Türkmen,Türkiye,1986-04-09,Ordu,Türkiye
104976,radomir-djalovic,Radomir Djalovic,Montenegro,1982-10-29,Bijelo Polje,Montenegro
4849,markus-gisdol,Markus Gisdol,Germany,1969-08-17,Geislingen,Germany
55762,sergej-jakirovic,Sergej Jakirovic,Bosnia-Herzegovina,1976-12-23,Mostar,Bosnia-Herzegovina Croatia
22369,recep-ucar,Recep Uçar,Türkiye,1975-09-22,Istanbul,Türkiye
87959,ugur-kulaksiz,Uğur Kulaksız,Türkiye,1974-06-15,Konya,Türkiye
2730,dan-petrescu,Dan Petrescu,Romania,1967-12-22,Bukarest,Romania England
3259,domingos-paciencia,Domingos Paciência,Portugal,1969-01-02,Leça da Palmeira,Portugal
10480,mehmet-ali-cinar,Mehmet Ali Çınar,Türkiye,1949-03-10,Trabzon,Türkiye
149597,yilmaz-yavman,Yılmaz Yavman,Türkiye,1949-07-19,Izmir,Türkiye
42058,mustafa-gursel,Mustafa Gürsel,Türkiye,1974-11-06,Kirklareli,Türkiye
32805,galip-gundogdu,Galip Gündoğdu,Türkiye,1965-09-04,Giresun,Türkiye
13264,kayhan-cubuklu,Kayhan Çubuklu,Türkiye,1964-11-11,Kocaeli,Türkiye
25816,ahmet-arslaner,Ahmet Arslaner,Türkiye,1970-12-24,Istanbul,Türkiye
31570,faruk-sarman,Faruk Sarman,Türkiye,1971-08-30,Kocaeli,Türkiye
13011,bulent-baturman,Bülent Baturman,Türkiye,1959-08-21,Kocaeli,Türkiye
21327,yalcin-kildiran,Yalçın Kıldıran,Türkiye,1969-04-30,Kütahya,Türkiye
22089,ekrem-albayrak,Ekrem Albayrak,Türkiye,1966-01-01,Istanbul,Türkiye
20967,ceyhun-guray,Ceyhun Güray,Türkiye,1956-09-28,Istanbul,Türkiye
17021,soner-alp,Soner Alp,Türkiye,1962-03-17,Kocaeli,Türkiye
32329,orhan-serit,Orhan Şerit,Türkiye,1962-01-02,Kocaeli,Türkiye
19340,erhan-arslan,Erhan Arslan,Türkiye,1956-11-13,Tekirdag,Türkiye
64172,sener-dal,Şener Dal,Türkiye,1945-01-01,Balikesir,Türkiye
124144,ahmet-asena,Ahmet Asena,Türkiye,1945-04-12,Diyarbakir,Türkiye
113740,avni-kalkavan,Avni Kalkavan,Türkiye,1935-06-01,Rize,Türkiye
952,ozcan-arkoc,Özcan Arkoç,Türkiye,1939-10-02,Tekirdag,Türkiye Germany
119905,ali-camdali,Ali Çamdalı,Türkiye,1984-02-22,Duisburg,Türkiye Germany
46216,mehmet-yildirim,Mehmet Yıldırım,Türkiye,1972-09-15,Erzurum,Türkiye
60111,omer-duran,Ömer Duran,Türkiye,1948-01-01,Ankara,Türkiye
62676,naci-renklibay,Naci Renklibay,Türkiye,1946-03-20,Konya,Türkiye
60123,arif-cetnkaya,Arif Çetnkaya,Türkiye,1945-08-28,Karaman,Türkiye
61869,omer-zengin,Ömer Zengin,Türkiye,1955-09-25,Konya,Türkiye
60104,zoran-colakovic,Zoran Colakovic,Serbia,1940-01-01,,Serbia
69703,kazim-admis,Kazim Admis,Türkiye,1938-12-24,Istanbul,Türkiye
138061,ismail-ozunal,İsmail Özünal,Türkiye,1981-01-15,Manisa,Türkiye
63350,erkan-aslan,Erkan Aslan,Türkiye,1977-08-12,Istanbul,Türkiye
63769,kazim-akgun,Kazım Akgün,Türkiye,1979-03-03,Manisa,Türkiye
85674,bulent-ataman,Bülent Ataman,Türkiye,1974-06-19,Trabzon,Türkiye
83560,ahmet-secgin,Ahmet Seçgin,Türkiye,1970-08-23,Sakarya,Türkiye
77256,behram-ustun,Behram Üstün,Türkiye,1972-08-13,Izmir,Türkiye
76330,naci-duman,Naci Duman,Türkiye,1958-03-14,Manisa,Türkiye
50667,ismail-yalcin,İsmail Yalçın,Türkiye,1970-02-19,Amasya,Türkiye
59928,unal-tasci,Ünal Tasci,Türkiye,1956-01-01,Manisa,Türkiye
60150,aytekin-viduslu,Aytekin Viduşlu,Türkiye,1978-08-28,Manisa,Türkiye
30691,mustafa-ati-goksu,Mustafa Ati Göksu,Türkiye,1945-09-10,Izmir,Türkiye
84984,hamdi-kayahan,Hamdi Kayahan,Türkiye,1947-12-12,Trabzon,Türkiye
108842,refik-vardaroglu,Refik Vardaroğlu,Türkiye,1923-07-01,Veles,Türkiye North Macedonia
122497,cemal-koc,Cemal Koç,Türkiye,1977-03-05,Mersin,Türkiye
58924,nasir-belci,Nasır Belci,Türkiye,1955-12-01,Adana,Türkiye
51616,memduh-ozbalta,Memduh Özbalta,Türkiye,1953-10-15,Mersin,Türkiye
44480,sedat-hazimoglu,Sedat Hazımoğlu,Türkiye,1961-09-28,Mersin,Türkiye
87435,battal-toktay,Battal Toktay,Türkiye,1937-07-26,Istanbul,Türkiye
38055,ger-blok,Ger Blok,Netherlands,1939-10-13,Amsterdam,Netherlands
70071,ion-motroc,Ion Motroc,Romania,1937-02-14,Bucharest,Romania
49383,yalcin-gursoy,Yalçın Gürsoy,Türkiye,1967-08-31,Ordu,Türkiye
5081,turgut-kural,Turgut Kural,Türkiye,1964-02-02,Trabzon,Türkiye
10119,metin-altinay,Metin Altınay,Türkiye,1962-04-18,Ankara,Türkiye
37670,ali-sahin,Ali Şahin,Türkiye,1966-11-02,Ordu,Türkiye
56027,menduh-fidan,Menduh Fidan,Türkiye,1966-12-28,Eskisehir,Türkiye
22327,sebahattin-akbayrak,Sebahattin Akbayrak,Türkiye,1971-07-19,Trabzon,Türkiye
526,hector-cuper,Héctor Cúper,Argentina,1955-11-16,Chabás,Argentina Italy
10479,hakki-bayrak,Hakkı Bayrak,Türkiye,1958-06-01,Giresun,Türkiye
8932,hidir-akbas,Hidir Akbas,Germany,1958-02-15,Tunceli,Germany Türkiye
2850,dursun-karamustafa,Dursun Karamustafa,Türkiye,1947-02-20,Ordu,Türkiye
124378,cemal-gokalp,Cemal Gökalp,Türkiye,1933-03-02,Ordu,Türkiye
134643,kamber-altintas,Kamber Altıntaş,Türkiye,1950-04-06,Aydin,Türkiye
84764,cafer-tayyar-tatar,Cafer Tayyar Tatar,Türkiye,1948-12-15,Ordu,Türkiye
153188,ustun-turkozer,Üstün Türközer,Türkiye,1948-10-12,Ordu,Türkiye
128670,yener-celik,Yener Çelik,Türkiye,1943-06-30,Ordu,Türkiye
65878,nuri-asan,Nuri Asan,Türkiye,1938-03-03,Samsun,Türkiye
137874,isfendiyar-aciksoz,İsfendiyar Açıksöz,Türkiye,1929-07-19,Kastamonu,Türkiye
57797,bulent-bayraktar,Bülent Bayraktar,Türkiye,,,Türkiye
13261,yasar-elmas,Yaşar Elmas,Türkiye,1957-06-03,Istanbul,Türkiye
66190,cesarettin-alptekin,Cesarettin Alptekin,Türkiye,1953-04-01,Rize,Türkiye
38357,adolf-remy,Adolf Remy,Germany,1935-11-30,Münster,Germany
99871,nedim-gunar,Nedim Günar,Türkiye,1931-02-03,Balikesir,Türkiye
151309,furkan-koseoglu,Furkan Köseoğlu,Türkiye,1980-03-20,Sakarya,Türkiye
131121,serhat-sutlu,Serhat Sütlü,Türkiye,1976-12-13,Düsseldorf,Türkiye
49778,tuncay-sanli,Tuncay Şanlı,Türkiye,1982-01-16,Sakarya,Türkiye
36681,serdar-bozkurt,Serdar Bozkurt,Türkiye,1977-04-28,Gaziantep,Türkiye
86362,murat-balaban,Murat Balaban,Türkiye,1975-06-09,Sakarya,Türkiye
46283,osman-kilic,Osman Kılıç,Türkiye,1977-03-20,Sakarya,Türkiye
34336,murat-vatansever,Murat Vatansever,Türkiye,1959-12-17,Plovdiv,Türkiye Bulgaria
31498,erol-kolcu,Erol Kolcu,Türkiye,1962-04-20,Sakarya,Türkiye
2020,necmettin-sert,Necmettin Sert,Türkiye,1963-12-08,Sakarya,Türkiye
26736,sadun-hosbay,Sadun Hoşbay,Türkiye,1956-01-19,Sakarya,Türkiye
8014,ilker-yagcioglu,İlker Yağcıoğlu,Türkiye,1966-03-10,Sakarya,Türkiye
113438,recai-caloglu,Recai Çaloğlu,Türkiye,1956-04-01,Kirklareli,Türkiye
5469,radmilo-ivancevic,Radmilo Ivancevic,Serbia,1950-09-04,Gornji Milanovac,Serbia
69316,caner-taranci,Caner Tarancı,Türkiye,1947-10-29,Sakarya,Türkiye
64047,nedim-kurtic,Nedim Kurtic,Türkiye,1953-02-04,Adana,Türkiye
63257,alexander-horvath,Alexander Horvath,Slovakia,1938-12-28,Mosovce,Slovakia Belgium
20252,werner-bickelhaupt,Werner Bickelhaupt,Germany,1939-12-02,,Germany
149511,fuat-gungor,Fuat Güngör,Türkiye,,,Türkiye
19703,milan-zivadinovic,Milan Zivadinovic,Serbia,1944-12-15,Belgrad,Serbia
3770,thorsten-fink,Thorsten Fink,Germany,1967-10-29,Dortmund,Germany
19735,thomas-reis,Thomas Reis,Germany,1973-10-04,Wertheim,Germany
35728,emre-bayraktar,Emre Bayraktar,Türkiye,1983-07-05,Samsun,Türkiye
74368,recep-sermet-boyar,Recep Sermet Boyar,Türkiye,1972-02-06,Samsun,Türkiye
1315,vladimir-petkovic,Vladimir Petkovic,Switzerland,1963-08-15,Sarajevo,Switzerland Bosnia-Herzegovina
8279,nafiz-tural,Nafiz Tural,Türkiye,1964-12-16,Samsun,Türkiye
2848,muhammet-dilaver,Muhammet Dilaver,Türkiye,1965-12-31,Samsun,Türkiye
10482,hasan-sengun,Hasan Şengün,Türkiye,1961-07-14,Trabzon,Türkiye
6101,gjorgji-jovanovski,Gjorgji Jovanovski,North Macedonia,1956-03-29,Skopje,North Macedonia
97,horst-hrubesch,Horst Hrubesch,Germany,1951-04-17,Hamm (Westf.),Germany
63314,sukru-goran,Sükrü Goran,Kosovo,,,Kosovo
50948,servet-cetin,Servet Çetin,Türkiye,1981-03-17,Igdir,Türkiye
91692,serkan-ozdemir,Serkan Özdemir,Türkiye,1976-05-14,Istanbul,Türkiye
22453,bulent-akan,Bülent Akan,Türkiye,1974-10-13,Erzincan,Türkiye
59304,erbil-uzel,Erbil Uzel,Türkiye,1974-04-15,Kirklareli,Türkiye
38981,ayhan-akman,Ayhan Akman,Türkiye,1977-02-23,Bursa,Türkiye
34116,mahmut-kocabal,Mahmut Kocabal,Türkiye,1962-12-15,Istanbul,Türkiye
24004,erdem-acar,Erdem Acar,Türkiye,1955-09-16,Istanbul,Türkiye
62728,yakup-kaptan,Yakup Kaptan,Türkiye,1948-05-07,Istanbul,Türkiye
14062,cor-van-der-hart,Cor van der Hart,Netherlands,1928-01-25,Amsterdam,Netherlands
32715,milan-ribar,Milan Ribar,Bosnia-Herzegovina,1930-11-21,Sarajevo,Bosnia-Herzegovina
74365,josip-duvancic,Josip Duvancic,Croatia,1935-10-01,Razvođe,Croatia
142293,ayhan-erman,Ayhan Erman,Türkiye,1928-07-01,Burdur,Türkiye
1251,muhsin-ertugral,Muhsin Ertuğral,Türkiye,1959-09-15,Istanbul,Türkiye Germany
16646,bulent-albayrak,Bülent Albayrak,Türkiye,1962-08-07,Adiyaman,Türkiye
794,ihsan-derelioglu,İhsan Derelioğlu,Türkiye,1961-11-15,Trabzon,Türkiye
5197,nenad-bjelica,Nenad Bjelica,Croatia,1971-08-20,Osijek,Croatia
15907,eddie-newton,Eddie Newton,England,,,
31311,taner-yilmaz,Taner Yılmaz,Türkiye,,,
1231,vahid-halilhodzic,Vahid Halilhodzic,Bosnia-Herzegovina,1952-10-15,Jablanica,Bosnia-Herzegovina France
706,hugo-broos,Hugo Broos,Belgium,,,
10013,ahmet-ozen,Ahmet Özen,Türkiye,,,
792,orhan-cikirikci,Orhan Çıkırıkçı,Türkiye,,,
807,turgay-semercioglu,Turgay Semercioğlu,Türkiye,,,
1752,georges-leekens,Georges Leekens,Belgium,,,
32580,urbain-braems,Urbain Braems,Belgium,,,
38054,theo-laseroms,Theo Laseroms,Netherlands,,,
9141,werner-biskup,Werner Biskup,Germany,,,
893,jurgen-sundermann,Jürgen Sundermann,Germany,,,
93425,ahmet-karlikli,Ahmet Karlıklı,Türkiye,,,
71422,tayfun-ridvan-albayrak,Tayfun Rıdvan Albayrak,Türkiye,,,
126344,husamettin-balci,Hüsamettin Balcı,Türkiye,,,
68788,ibrahim-dagasan,İbrahim Dağaşan,Türkiye,1984-06-15,Angers,Türkiye France
18043,ilker-erdem,İlker Erdem,Türkiye,1972-08-08,Trabzon,Türkiye
37187,senol-demir,Şenol Demir,Türkiye,1964-08-15,Sinop,Türkiye
43699,sinan-yucer,Sinan Yücer,Türkiye,1975-05-15,Yozgat,Türkiye
31670,metin-koksal-terzi,Metin Köksal Terzi,Türkiye,1967-04-02,Rize,Türkiye
114089,sabahattin-ispirli,Sabahattin İspirli,Türkiye,1958-02-11,Istanbul,Türkiye
131424,abdelhak-fellahi,Abdelhak Fellahi,Belgium,1968-01-01,-,Belgium
32790,ayhan-kale,Ayhan Kale,Türkiye,1964-04-01,Manisa,Türkiye
73094,cemsir-muratoglu,Cemşir Muratoğlu,Türkiye,1959-07-10,Novi Pazar,Türkiye
70203,cemal-tosun,Cemal Tosun,Türkiye,1959-01-01,Van,Türkiye
68393,petre-gavrila,Petre Gavrila,Romania,1941-07-26,Pielea,Romania
63489,ismail-tekin,İsmail Tekin,Türkiye,1951-03-25,Malatya,Türkiye
149753,cemil-tonguc,Cemil Tonguç,Türkiye,1963-11-05,Malatya,Türkiye
148368,faruk-akcinar,Faruk Akçınar,Türkiye,,,Türkiye
120154,murat-uckun,Murat Uçkun,Türkiye,1965-11-02,Malatya,Türkiye
101014,adem-buyuk,Adem Büyük,Türkiye,1987-08-30,Artvin,Türkiye
10701,mert-korkmaz,Mert Korkmaz,Türkiye,1971-08-16,Istanbul,Türkiye
17790,vedat-inceefe,Vedat İnceefe,Türkiye,1974-04-01,Bandırma,Türkiye
13272,ufuk-sari,Ufuk Sarı,Türkiye,1967-12-03,Ordu,Türkiye
